YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DataValueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,Geolocation,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
2021,2021,NM,New Mexico,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,126.9,126.9,,,117.2,136.6,Race/Ethnicity,"White, non-Hispanic",POINT (-106.24058098499967 34.52088095200048),35,COPD,COPD05,AGEADJRATE,RACE,WHT
2020,2020,MA,Massachusetts,BRFSS,Oral Health,Visited dentist or dental clinic in the past year among adults,%,Age-adjusted Prevalence,64.5,64.5,,,59.2,69.4,Race/Ethnicity,Hispanic,POINT (-72.08269067499964 42.27687047000046),25,ORH,ORH06,AGEADJPREV,RACE,HIS
2022,2022,CA,California,BRFSS,Oral Health,All teeth lost among adults aged 65 years and older,%,Crude Prevalence,6.9,6.9,,,5.5,8.5,Overall,Overall,POINT (-120.99999953799971 37.63864012300047),6,ORH,ORH03,CRDPREV,OVERALL,OVR
2019,2019,WV,West Virginia,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,59.3,59.3,,,40.8,83.3,Race/Ethnicity,"Black, non-Hispanic",POINT (-80.71264013499967 38.66551020200046),54,CVD,CVD07,AGEADJRATE,RACE,BLK
2019,2019,MD,Maryland,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Age-adjusted Prevalence,58.4,58.4,,,55.0,61.8,Race/Ethnicity,"White, non-Hispanic",POINT (-76.60926011099963 39.29058096400047),24,CVD,CVD02,AGEADJPREV,RACE,WHT
2020,2020,WA,Washington,BRFSS,Asthma,Current asthma among adults,%,Crude Prevalence,10.2,10.2,,,9.1,11.3,Age,Age 18-44,POINT (-120.47001078999972 47.52227862900048),53,AST,AST02,CRDPREV,AGE,AGE1844
2019,2019,IL,Illinois,BRFSS,Asthma,Current asthma among adults,%,Crude Prevalence,10.0,10.0,,,8.6,11.6,Age,Age 45-64,POINT (-88.99771017799969 40.48501028300046),17,AST,AST02,CRDPREV,AGE,AGE4564
2019,2019,KY,Kentucky,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Number,Number,5091.0,5091.0,,,,,Age,Age >=65,POINT (-84.77497104799966 37.645970271000465),21,DIA,DIA03,NMBR,AGE,AGE65P
2015,2019,AK,Alaska,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause","per 100,000",Crude Rate,12.1,12.1,,,10.7,13.6,Race/Ethnicity,"White, non-Hispanic",POINT (-147.72205903599973 64.84507995700051),2,CAN,CAN01,CRDRATE,RACE,WHT
2019,2019,WY,Wyoming,BRFSS,Health Status,Recent activity limitation among adults,Number,Crude Mean,2.4,2.4,,,2.1,2.7,Overall,Overall,POINT (-108.10983035299967 43.23554134300048),56,HEA,HEA04,CRDMEAN,OVERALL,OVR
2022,2022,GA,Georgia,BRFSS,Health Status,Recent activity limitation among adults,Number,Crude Mean,3.3,3.3,,,2.9,3.7,Age,Age 18-44,POINT (-83.62758034599966 32.83968109300048),13,HEA,HEA04,CRDMEAN,AGE,AGE1844
2021,2021,KY,Kentucky,YRBSS,"Nutrition, Physical Activity, and Weight Status",Obesity among high school students,%,Crude Prevalence,18.9,18.9,,,13.6,25.6,Grade,Grade 12,POINT (-84.77497104799966 37.645970271000465),21,NPAW,NPW13,CRDPREV,GRADE,GRD12
2020,2020,TX,Texas,BRFSS,Tobacco,Current cigarette smoking among adults,%,Age-adjusted Prevalence,28.4,28.4,,,17.7,42.2,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-99.42677020599967 31.827240407000488),48,TOB,TOB04,AGEADJPREV,RACE,MRC
2022,2022,SD,South Dakota,BRFSS,Oral Health,Visited dentist or dental clinic in the past year among adults,%,Age-adjusted Prevalence,52.8,52.8,,,41.8,63.5,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),46,ORH,ORH06,AGEADJPREV,RACE,AIAN
2020,2020,MS,Mississippi,BRFSS,Oral Health,Visited dentist or dental clinic in the past year among adults,%,Crude Prevalence,60.0,60.0,,,57.9,62.0,Race/Ethnicity,"White, non-Hispanic",POINT (-89.53803082499968 32.745510099000455),28,ORH,ORH06,CRDPREV,RACE,WHT
2020,2020,RI,Rhode Island,BRFSS,Health Status,Average recent physically unhealthy days among adults,Number,Age-adjusted Mean,3.2,3.2,,,2.8,3.7,Sex,Female,POINT (-71.52247031399963 41.70828019300046),44,HEA,HEA02,AGEADJMEAN,SEX,SEXF
2019,2019,CO,Colorado,BRFSS,"Nutrition, Physical Activity, and Weight Status",Consumed fruit less than one time daily among adults,%,Crude Prevalence,37.0,37.0,,,35.7,38.2,Overall,Overall,POINT (-106.13361092099967 38.843840757000464),8,NPAW,NPW02,CRDPREV,OVERALL,OVR
2019,2019,HI,Hawaii,BRFSS,Social Determinants of Health,Lack of health insurance among adults aged 18-64 years,%,Age-adjusted Prevalence,9.9,9.9,,,8.4,11.5,Sex,Male,POINT (-157.85774940299973 21.304850435000446),15,SDOH,SDH09,AGEADJPREV,SEX,SEXM
2016,2020,MO,Missouri,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause","per 100,000",Age-adjusted Rate,17.8,17.8,,,17.1,18.4,Overall,Overall,POINT (-92.56630005299968 38.635790776000476),29,CAN,CAN05,AGEADJRATE,OVERALL,OVR
2020,2020,MI,Michigan,BRFSS,Oral Health,Six or more teeth lost among adults aged 65 years and older,%,Age-adjusted Prevalence,32.0,32.0,,,28.9,35.4,Sex,Female,POINT (-84.71439026999968 44.6613195430005),26,ORH,ORH02,AGEADJPREV,SEX,SEXF
2015,2019,MT,Montana,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause","per 100,000",Crude Rate,17.3,17.3,,,13.2,22.2,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",POINT (-109.42442064499971 47.06652897200047),30,CAN,CAN01,CRDRATE,RACE,AIAN
2021,2021,TN,Tennessee,ACS,Social Determinants of Health,Unemployment rate among people 16 years and older in the labor force,%,Crude Prevalence,5.3,5.3,,,4.9,5.8,Sex,Female,POINT (-85.77449091399967 35.68094058000048),47,SDOH,SDH08,CRDPREV,SEX,SEXF
2022,2022,AR,Arkansas,BRFSS,Mental Health,Average mentally unhealthy days among adults,Number,Age-adjusted Mean,5.9,5.9,,,5.3,6.5,Sex,Male,POINT (-92.27449074299966 34.74865012400045),5,MEN,MEN04,AGEADJMEAN,SEX,SEXM
2022,2022,ME,Maine,BRFSS,Immunization,Pneumococcal vaccination among adults aged 65 years and older,%,Age-adjusted Prevalence,67.7,67.7,,,64.8,70.6,Sex,Male,POINT (-68.98503133599962 45.254228894000505),23,IMM,IMM04,AGEADJPREV,SEX,SEXM
2022,2022,MT,Montana,BRFSS,Health Status,Recent activity limitation among adults,Number,Crude Mean,3.1,3.1,,,2.8,3.5,Age,Age >=65,POINT (-109.42442064499971 47.06652897200047),30,HEA,HEA04,CRDMEAN,AGE,AGE65P
2022,2022,MN,Minnesota,BRFSS,Health Status,Recent activity limitation among adults,Number,Crude Mean,2.7,2.7,,,2.5,2.8,Race/Ethnicity,"White, non-Hispanic",POINT (-94.79420050299967 46.35564873600049),27,HEA,HEA04,CRDMEAN,RACE,WHT
2019,2019,AZ,Arizona,BRFSS,Tobacco,Current cigarette smoking among adults,%,Crude Prevalence,17.4,17.4,,,15.3,19.8,Sex,Male,POINT (-111.76381127699972 34.865970280000454),4,TOB,TOB04,CRDPREV,SEX,SEXM
2022,2022,CO,Colorado,BRFSS,Cancer,Colorectal cancer screening among adults aged 45-75 years,%,Age-adjusted Prevalence,55.8,55.8,,,53.9,57.7,Overall,Overall,POINT (-106.13361092099967 38.843840757000464),8,CAN,CAN06,AGEADJPREV,OVERALL,OVR
2021,2021,GA,Georgia,BRFSS,Disability,Adults with any disability,%,Crude Prevalence,43.0,43.0,,,40.5,45.5,Age,Age >=65,POINT (-83.62758034599966 32.83968109300048),13,DIS,DIS01,CRDPREV,AGE,AGE65P
2021,2021,ND,North Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults,%,Age-adjusted Prevalence,29.8,29.8,,,23.3,37.3,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,NPAW,NPW06,AGEADJPREV,RACE,AIAN
2021,2022,NM,New Mexico,BRFSS,Cognitive Health and Caregiving,Provided care for someone with dementia or other cognitive impairment in the past month among adults,%,Crude Prevalence,19.9,19.9,,,15.6,25.1,Race/Ethnicity,Hispanic,POINT (-106.24058098499967 34.52088095200048),35,CHC,CHC03,CRDPREV,RACE,HIS
2021,2021,HI,Hawaii,BRFSS,Health Status,Frequent physical distress among adults,%,Age-adjusted Prevalence,7.2,7.2,,,5.2,10.0,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",POINT (-157.85774940299973 21.304850435000446),15,HEA,HEA03,AGEADJPREV,RACE,HAPI
2022,2022,IA,Iowa,BRFSS,Arthritis,Arthritis among adults,%,Crude Prevalence,53.0,53.0,,,50.7,55.3,Age,Age >=65,POINT (-93.81649055599968 42.46940091300047),19,ART,ART01,CRDPREV,AGE,AGE65P
2015,2019,WA,Washington,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause","per 100,000",Crude Rate,10.9,10.9,,,7.4,15.6,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",POINT (-120.47001078999972 47.52227862900048),53,CAN,CAN05,CRDRATE,RACE,AIAN
2019,2019,GU,Guam,BRFSS,Diabetes,Diabetes among adults,%,Crude Prevalence,9.1,9.1,,,6.8,12.2,Race/Ethnicity,"Asian, non-Hispanic",POINT (144.793731 13.444304),66,DIA,DIA01,CRDPREV,RACE,ASN
2020,2020,UT,Utah,BRFSS,Oral Health,No teeth lost among adults aged 18-64 years,%,Age-adjusted Prevalence,74.3,74.3,,,63.3,82.8,Race/Ethnicity,"Asian, non-Hispanic",POINT (-111.58713063499971 39.360700171000474),49,ORH,ORH01,AGEADJPREV,RACE,ASN
2019,2019,OK,Oklahoma,BRFSS,Mental Health,Depression among adults,%,Age-adjusted Prevalence,19.0,19.0,,,14.3,24.7,Race/Ethnicity,"Black, non-Hispanic",POINT (-97.52107021399968 35.47203135600046),40,MEN,MEN02,AGEADJPREV,RACE,BLK
2019,2019,US,United States,NVSS,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause","cases per 100,000",Crude Rate,4.2,4.2,,,4.1,4.4,Age,Age >=65,,59,DIA,DIA04,CRDRATE,AGE,AGE65P
2021,2021,AZ,Arizona,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Number,Number,2142.0,2142.0,,,,,Race/Ethnicity,"White, non-Hispanic",POINT (-111.76381127699972 34.865970280000454),4,COPD,COPD04,NMBR,RACE,WHT
2021,2021,MD,Maryland,NVSS,Alcohol,"Chronic liver disease mortality among all people, underlying cause",Number,Number,223.0,223.0,,,,,Sex,Female,POINT (-76.60926011099963 39.29058096400047),24,ALC,ALC09,NMBR,SEX,SEXF
2019,2019,SD,South Dakota,YRBSS,Alcohol,Binge drinking prevalence among high school students,%,Crude Prevalence,14.9,14.9,,,11.4,19.3,Overall,Overall,POINT (-100.3735306369997 44.353130053000484),46,ALC,ALC07,CRDPREV,OVERALL,OVR
2022,2022,ME,Maine,BRFSS,Social Determinants of Health,Lack of reliable transportation in the past 12 months among adults,%,Crude Prevalence,11.1,11.1,,,9.4,13.1,Age,Age 18-44,POINT (-68.98503133599962 45.254228894000505),23,SDOH,SDH06,CRDPREV,AGE,AGE1844
2021,2021,KS,Kansas,BRFSS,Mental Health,Frequent mental distress among adults,%,Crude Prevalence,13.8,13.8,,,12.7,15.0,Age,Age 45-64,POINT (-98.20078122699965 38.34774030000045),20,MEN,MEN05,CRDPREV,AGE,AGE4564
2022,2022,SC,South Carolina,BRFSS,Tobacco,Current cigarette smoking among adults,%,Age-adjusted Prevalence,33.3,33.3,,,22.1,46.8,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",POINT (-81.04537120699968 33.998821303000454),45,TOB,TOB04,AGEADJPREV,RACE,AIAN
2019,2019,NM,New Mexico,BRFSS,Health Status,Frequent physical distress among adults,%,Crude Prevalence,13.9,13.9,,,12.1,15.9,Race/Ethnicity,Hispanic,POINT (-106.24058098499967 34.52088095200048),35,HEA,HEA03,CRDPREV,RACE,HIS
2019,2019,MO,Missouri,BRFSS,Tobacco,Quit attempts in the past year among adult current smokers,%,Crude Prevalence,62.0,62.0,,,56.0,67.7,Age,Age 18-44,POINT (-92.56630005299968 38.635790776000476),29,TOB,TOB06,CRDPREV,AGE,AGE1844
2022,2022,WI,Wisconsin,BRFSS,Alcohol,Binge drinking intensity among adults who binge drink,Number,Crude 75th percentile,9.5,9.5,,,9.0,9.9,Age,Age 18-44,POINT (-89.81637074199966 44.39319117400049),55,ALC,ALC05,CRD75TH,AGE,AGE1844
2022,2022,WV,West Virginia,BRFSS,Social Determinants of Health,Lack of health insurance among adults aged 18-64 years,%,Age-adjusted Prevalence,4.2,4.2,,,3.2,5.5,Sex,Female,POINT (-80.71264013499967 38.66551020200046),54,SDOH,SDH09,AGEADJPREV,SEX,SEXF
2019,2019,AZ,Arizona,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause","cases per 100,000",Crude Rate,34.1,34.1,,,25.5,44.7,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-111.76381127699972 34.865970280000454),4,DIA,DIA03,CRDRATE,RACE,MRC
2020,2020,IA,Iowa,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults,%,Crude Prevalence,36.5,36.5,,,35.3,37.7,Overall,Overall,POINT (-93.81649055599968 42.46940091300047),19,NPAW,NPW14,CRDPREV,OVERALL,OVR
2015,2019,AZ,Arizona,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause","per 100,000",Crude Rate,11.9,11.9,,,9.5,14.7,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",POINT (-111.76381127699972 34.865970280000454),4,CAN,CAN05,CRDRATE,RACE,AIAN
2019,2019,FL,Florida,YRBSS,"Nutrition, Physical Activity, and Weight Status",Met aerobic physical activity guideline among high school students,%,Crude Prevalence,13.8,13.8,,,11.6,16.4,Grade,Grade 12,POINT (-81.92896053899966 28.932040377000476),12,NPAW,NPW08,CRDPREV,GRADE,GRD12
2016,2020,WV,West Virginia,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence","per 100,000",Age-adjusted Rate,512.0,512.0,,,506.1,517.9,Sex,Male,POINT (-80.71264013499967 38.66551020200046),54,CAN,CAN07,AGEADJRATE,SEX,SEXM
2021,2021,NJ,New Jersey,BRFSS,Arthritis,Received health care provider counseling for physical activity among adults with arthritis,%,Age-adjusted Prevalence,67.9,67.9,,,61.6,73.7,Race/Ethnicity,"White, non-Hispanic",POINT (-74.27369128799967 40.13057004800049),34,ART,ART06,AGEADJPREV,RACE,WHT
2022,2022,WV,West Virginia,BRFSS,Arthritis,Arthritis among adults,%,Crude Prevalence,40.1,40.1,,,38.5,41.7,Overall,Overall,POINT (-80.71264013499967 38.66551020200046),54,ART,ART01,CRDPREV,OVERALL,OVR
2020,2020,WI,Wisconsin,BRFSS,Alcohol,Binge drinking frequency among adults who binge drink,Number,Crude Median,1.9,1.9,,,1.5,2.6,Age,Age 45-64,POINT (-89.81637074199966 44.39319117400049),55,ALC,ALC04,CRDMEDN,AGE,AGE4564
2022,2022,DC,District of Columbia,BRFSS,Mental Health,Average mentally unhealthy days among adults,Number,Age-adjusted Mean,4.0,4.0,,,3.5,4.5,Sex,Male,POINT (-77.036871 38.907192),11,MEN,MEN04,AGEADJMEAN,SEX,SEXM
2021,2021,HI,Hawaii,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,29.8,29.8,,,28.3,31.2,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,CVD,CVD01,CRDPREV,OVERALL,OVR
2020,2020,AR,Arkansas,BRFSS,Immunization,Pneumococcal vaccination among adults aged 65 years and older,%,Age-adjusted Prevalence,74.3,74.3,,,71.8,76.6,Race/Ethnicity,"White, non-Hispanic",POINT (-92.27449074299966 34.74865012400045),5,IMM,IMM04,AGEADJPREV,RACE,WHT
2020,2020,VT,Vermont,BRFSS,Alcohol,Binge drinking frequency among adults who binge drink,Number,Crude 75th percentile,4.3,4.3,,,3.8,4.9,Overall,Overall,POINT (-72.51764079099962 43.62538123900049),50,ALC,ALC04,CRD75TH,OVERALL,OVR
2021,2021,UT,Utah,PRAMS,Oral Health,Preventive dental care in the 12 months before pregnancy among women with a recent live birth,%,Crude Prevalence,60.1,60.1,,,56.4,63.7,Race/Ethnicity,"White, non-Hispanic",POINT (-111.58713063499971 39.360700171000474),49,ORH,ORH07,CRDPREV,RACE,WHT
2022,2022,ND,North Dakota,BRFSS,Mental Health,Frequent mental distress among adults,%,Crude Prevalence,24.4,24.4,,,16.1,35.2,Race/Ethnicity,Hispanic,POINT (-100.11842104899966 47.47531977900047),38,MEN,MEN05,CRDPREV,RACE,HIS
2019,2019,MT,Montana,BRFSS,Social Determinants of Health,Routine checkup within the past year among adults,%,Age-adjusted Prevalence,65.7,65.7,,,63.6,67.7,Sex,Male,POINT (-109.42442064499971 47.06652897200047),30,SDOH,SDH12,AGEADJPREV,SEX,SEXM
2022,2022,GU,Guam,BRFSS,Diabetes,Diabetes among adults,%,Age-adjusted Prevalence,21.5,21.5,,,18.3,25.2,Overall,Overall,POINT (144.793731 13.444304),66,DIA,DIA01,AGEADJPREV,OVERALL,OVR
2021,2021,AR,Arkansas,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older",Number,Number,127.0,127.0,,,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",POINT (-92.27449074299966 34.74865012400045),5,COPD,COPD03,NMBR,RACE,AIAN
2019,2019,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults,%,Crude Prevalence,40.9,40.9,,,35.4,46.7,Race/Ethnicity,Hispanic,POINT (-79.15925046299964 35.466220975000454),37,NPAW,NPW06,CRDPREV,RACE,HIS
2015,2019,ND,North Dakota,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",Number,Number,6.0,6.0,,,,,Overall,Overall,POINT (-100.11842104899966 47.47531977900047),38,CAN,CAN03,NMBR,OVERALL,OVR
2020,2020,MS,Mississippi,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Number,Number,59.0,59.0,,,,,Race/Ethnicity,Hispanic,POINT (-89.53803082499968 32.745510099000455),28,CVD,CVD09,NMBR,RACE,HIS
2021,2021,GA,Georgia,BRFSS,Alcohol,Binge drinking prevalence among adults,%,Crude Prevalence,9.5,9.5,,,8.1,11.1,Sex,Female,POINT (-83.62758034599966 32.83968109300048),13,ALC,ALC06,CRDPREV,SEX,SEXF
2022,2022,ME,Maine,BRFSS,Asthma,Current asthma among adults,%,Age-adjusted Prevalence,18.0,18.0,,,16.1,20.0,Sex,Female,POINT (-68.98503133599962 45.254228894000505),23,AST,AST02,AGEADJPREV,SEX,SEXF
2021,2021,PA,Pennsylvania,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,31.5,31.5,,,21.6,43.4,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-77.86070029399963 40.79373015200048),42,CVD,CVD01,CRDPREV,RACE,MRC
2019,2019,WA,Washington,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults,%,Crude Prevalence,28.6,28.6,,,27.2,30.1,Sex,Male,POINT (-120.47001078999972 47.52227862900048),53,NPAW,NPW14,CRDPREV,SEX,SEXM
2021,2021,PA,Pennsylvania,BRFSS,Social Determinants of Health,Lack of health insurance among adults aged 18-64 years,%,Age-adjusted Prevalence,5.1,5.1,,,3.8,6.8,Sex,Female,POINT (-77.86070029399963 40.79373015200048),42,SDOH,SDH09,AGEADJPREV,SEX,SEXF
2020,2020,MT,Montana,BRFSS,Social Determinants of Health,Routine checkup within the past year among adults,%,Crude Prevalence,73.4,73.4,,,71.1,75.6,Age,Age 45-64,POINT (-109.42442064499971 47.06652897200047),30,SDOH,SDH12,CRDPREV,AGE,AGE4564
2022,2022,CO,Colorado,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Age-adjusted Prevalence,24.4,24.4,,,15.3,36.6,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",POINT (-106.13361092099967 38.843840757000464),8,HEA,HEA01,AGEADJPREV,RACE,AIAN
2015,2019,HI,Hawaii,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence","per 100,000",Crude Rate,293.1,293.1,,,280.7,305.8,Race/Ethnicity,Hispanic,POINT (-157.85774940299973 21.304850435000446),15,CAN,CAN07,CRDRATE,RACE,HIS
2019,2019,AR,Arkansas,BRFSS,Alcohol,Binge drinking intensity among adults who binge drink,Number,Crude 75th percentile,10.7,10.7,,,9.6,11.7,Sex,Male,POINT (-92.27449074299966 34.74865012400045),5,ALC,ALC05,CRD75TH,SEX,SEXM
2021,2021,CO,Colorado,ACS,Social Determinants of Health,Living below 150% of the poverty threshold among all people,%,Crude Prevalence,24.7,24.7,,,22.7,27.0,Race/Ethnicity,Hispanic,POINT (-106.13361092099967 38.843840757000464),8,SDOH,SDH01,CRDPREV,RACE,HIS
2019,2019,AR,Arkansas,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,41.2,41.2,,,25.1,63.6,Race/Ethnicity,"Asian, non-Hispanic",POINT (-92.27449074299966 34.74865012400045),5,CVD,CVD08,CRDRATE,RACE,ASN
2020,2020,TX,Texas,BRFSS,Alcohol,Binge drinking intensity among adults who binge drink,Number,Crude 75th percentile,6.2,6.2,,,4.8,8.8,Age,Age >=65,POINT (-99.42677020599967 31.827240407000488),48,ALC,ALC05,CRD75TH,AGE,AGE65P
2021,2021,AZ,Arizona,NVSS,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Number,Number,115.0,115.0,,,,,Sex,Male,POINT (-111.76381127699972 34.865970280000454),4,DIA,DIA04,NMBR,SEX,SEXM
2021,2021,AL,Alabama,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,123.8,123.8,,,120.0,127.6,Race/Ethnicity,"White, non-Hispanic",POINT (-86.63186076199969 32.84057112200048),1,CVD,CVD08,CRDRATE,RACE,WHT
2021,2021,NJ,New Jersey,BRFSS,Alcohol,Binge drinking frequency among adults who binge drink,Number,Crude Median,1.7,1.7,,,1.3,2.8,Age,Age >=65,POINT (-74.27369128799967 40.13057004800049),34,ALC,ALC04,CRDMEDN,AGE,AGE65P
2021,2021,NV,Nevada,YRBSS,"Nutrition, Physical Activity, and Weight Status",Met aerobic physical activity guideline among high school students,%,Crude Prevalence,24.5,24.5,,,18.4,31.8,Race/Ethnicity,"White, non-Hispanic",POINT (-117.07184056399967 39.493240390000494),32,NPAW,NPW08,CRDPREV,RACE,WHT
2019,2019,OH,Ohio,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,206.67,206.67,,,203.73,209.62,Race/Ethnicity,"Black, non-Hispanic",POINT (-82.40426005599966 40.06021014100048),39,COPD,COPD03,AGEADJRATE,RACE,BLK
2019,2019,NC,North Carolina,ACS,Social Determinants of Health,Unemployment rate among people 16 years and older in the labor force,%,Crude Prevalence,2.6,2.6,,,1.9,3.6,Race/Ethnicity,"Asian, non-Hispanic",POINT (-79.15925046299964 35.466220975000454),37,SDOH,SDH08,CRDPREV,RACE,ASN
2021,2021,OK,Oklahoma,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,526.9,526.9,,,514.4,539.3,Race/Ethnicity,"White, non-Hispanic",POINT (-97.52107021399968 35.47203135600046),40,COPD,COPD06,AGEADJRATE,RACE,WHT
2021,2021,IN,Indiana,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,30.3,30.3,,,29.1,31.6,Overall,Overall,POINT (-86.14996019399968 39.766910452000445),18,CVD,CVD03,AGEADJPREV,OVERALL,OVR
2015,2019,IA,Iowa,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",Number,Number,31.0,31.0,,,,,Sex,Female,POINT (-93.81649055599968 42.46940091300047),19,CAN,CAN03,NMBR,SEX,SEXF
2021,2021,MD,Maryland,BRFSS,Mental Health,Frequent mental distress among adults,%,Age-adjusted Prevalence,15.6,15.6,,,14.2,17.0,Race/Ethnicity,"White, non-Hispanic",POINT (-76.60926011099963 39.29058096400047),24,MEN,MEN05,AGEADJPREV,RACE,WHT
2019,2019,ID,Idaho,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause","cases per 100,000",Crude Rate,76.6,76.6,,,68.3,85.0,Age,Age 45-64,POINT (-114.3637300419997 43.682630005000476),16,DIA,DIA03,CRDRATE,AGE,AGE4564
2018,2019,VA,Virginia,NSCH,"Nutrition, Physical Activity, and Weight Status",Children and adolescents aged 6-13 years meeting aerobic physical activity guideline,%,Crude Prevalence,10.8,10.8,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,3.5,28.7,Race/Ethnicity,Hispanic,POINT (-78.45789046299967 37.54268067400045),51,NPAW,NPW07,CRDPREV,RACE,HIS
2021,2021,NH,New Hampshire,BRFSS,Alcohol,Binge drinking prevalence among adults,%,Age-adjusted Prevalence,19.6,19.6,,,17.2,22.3,Sex,Male,POINT (-71.50036091999965 43.65595011300047),33,ALC,ALC06,AGEADJPREV,SEX,SEXM
2020,2020,DC,District of Columbia,BRFSS,Oral Health,Visited dentist or dental clinic in the past year among adults,%,Crude Prevalence,73.5,73.5,,,70.3,76.4,Race/Ethnicity,"White, non-Hispanic",POINT (-77.036871 38.907192),11,ORH,ORH06,CRDPREV,RACE,WHT
2016,2020,ND,North Dakota,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause","per 100,000",Age-adjusted Rate,1.3,1.3,,,0.8,1.9,Overall,Overall,POINT (-100.11842104899966 47.47531977900047),38,CAN,CAN03,AGEADJRATE,OVERALL,OVR
2021,2021,NE,Nebraska,BRFSS,Mental Health,Frequent mental distress among adults,%,Crude Prevalence,13.4,13.4,,,7.6,22.5,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",POINT (-99.36572062299967 41.6410409880005),31,MEN,MEN05,CRDPREV,RACE,AIAN
2020,2020,MN,Minnesota,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,78.29,78.29,,,77.45,79.14,Race/Ethnicity,"White, non-Hispanic",POINT (-94.79420050299967 46.35564873600049),27,COPD,COPD03,AGEADJRATE,RACE,WHT
